period_dt,chokepoint_slug,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,n_days
2022-10-01,tsugaru,chokepoint13,Tsugaru Strait,331,428,260,62,416,1081,1497,11473091,13493886,547756,181880,4260823,25696656,29957501,31
2022-10-01,windward,chokepoint23,Windward Passage,214,62,82,55,49,413,462,4310785,2267475,322511,187098,1294467,7087906,8382381,31
2022-10-01,yucatan,chokepoint22,Yucatan Channel,284,245,134,30,716,693,1409,3113634,9554675,550851,71450,22235314,13290653,35525983,31
2022-11-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,563,594,168,123,744,1448,2192,29675626,30671423,1108073,431916,36844009,61887081,98731107,30
2022-11-01,balabac,chokepoint25,Balabac Strait,31,142,41,1,113,215,328,344766,8401182,120496,3973,1078001,8870437,9948454,30
2022-11-01,bering,chokepoint26,Bering Strait,2,0,2,0,7,4,11,2537,0,8056,0,68765,10593,79358,30
2022-11-01,bohai,chokepoint17,Bohai Strait,628,2841,629,67,1282,4165,5447,12024668,130007949,2774497,156129,22251265,144963287,167214570,30
2022-11-01,bosporus,chokepoint3,Bosporus Strait,207,694,1254,18,689,2173,2862,1383997,16938032,2484444,17872,12359601,20824380,33183996,30
2022-11-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,152,774,46,23,251,995,1246,4747231,53158027,675656,86745,20161429,58667693,78829138,30
2022-11-01,dover,chokepoint9,Dover Strait,1007,822,1130,343,1756,3302,5058,25284205,33323552,3598175,790122,43118634,62996114,106114761,30
2022-11-01,gibraltar,chokepoint8,Gibraltar Strait,1040,964,636,149,1405,2789,4194,28669770,41649359,2473938,447175,42973869,73240290,116214176,30
2022-11-01,hormuz,chokepoint6,Strait of Hormuz,432,456,113,69,1654,1070,2724,13039122,15639949,598073,113901,82664264,29391084,112055361,30
2022-11-01,kerch,chokepoint28,Kerch Strait,1,38,305,5,151,349,500,597,198757,480264,9295,344523,688919,1033452,30
2022-11-01,korea,chokepoint12,Korea Strait,1648,1287,1863,266,1885,5064,6949,23923043,33005278,4399559,430572,25166396,61758493,86924901,30
2022-11-01,lombok,chokepoint15,Lombok Strait,2,824,38,7,198,871,1069,6148,75458497,113102,6693,5081387,75584451,80665854,30
2022-11-01,luzon,chokepoint14,Luzon Strait,278,1182,162,102,832,1724,2556,5785634,95540299,1152408,228082,54667298,102706467,157373778,30
2022-11-01,magellan,chokepoint21,Magellan Strait,7,68,10,3,30,88,118,95725,2510583,140610,14301,625668,2761225,3386897,30
2022-11-01,makassar,chokepoint20,Makassar Strait,71,1406,43,1,196,1521,1717,602071,95866296,107579,0,2741839,96575969,99317822,30
2022-11-01,malacca,chokepoint5,Malacca Strait,1547,1530,467,222,2569,3766,6335,43965798,79274614,2254339,611328,111407347,126106127,237513490,30
2022-11-01,mindoro,chokepoint27,Mindoro Strait,50,1244,76,0,135,1370,1505,532724,83095329,355391,0,2115200,83983466,86098680,30
2022-11-01,mona,chokepoint24,Mona Passage,102,73,33,19,69,227,296,2098990,4210744,188181,49760,1713906,6547702,8261620,30
2022-11-01,ombai,chokepoint16,Ombai Strait,41,143,21,8,113,213,326,663519,7981427,107485,13225,2270573,8765678,11036264,30
2022-11-01,oresund,chokepoint10,Oresund Strait,137,184,534,85,368,940,1308,273866,797164,847602,59561,885896,1978229,2864137,30
2022-11-01,panama,chokepoint2,Panama Canal,226,233,46,67,420,572,992,7042527,10585979,297296,307643,10135241,18233484,28368745,30
2022-11-01,suez,chokepoint1,Suez Canal,564,586,187,90,714,1427,2141,28958468,28965531,961008,357108,34915001,59242161,94157176,30
2022-11-01,sunda,chokepoint19,Sunda Strait,83,288,86,16,316,473,789,1229905,18723728,477884,28701,7036591,20460250,27496855,30
2022-11-01,taiwan,chokepoint11,Taiwan Strait,2567,1928,894,197,1701,5586,7287,48800318,78055892,4824380,458387,25875942,132139020,158014977,30
2022-11-01,torres,chokepoint18,Torres Strait,41,139,22,5,60,207,267,854580,3324189,97786,23749,1476662,4300325,5777002,30
2022-11-01,tsugaru,chokepoint13,Tsugaru Strait,251,366,231,45,340,893,1233,8603770,12532612,535094,119806,2923031,21791322,24714368,30
2022-11-01,windward,chokepoint23,Windward Passage,198,67,63,45,65,373,438,4386584,2220043,231857,179083,1262806,7017600,8280420,30
2022-11-01,yucatan,chokepoint22,Yucatan Channel,272,228,92,33,682,625,1307,2747304,9533627,514042,69199,19373566,12864214,32237794,30
2022-12-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,529,607,152,126,784,1414,2198,27149504,32852487,906285,505385,39201540,61413707,100615258,31
2022-12-01,balabac,chokepoint25,Balabac Strait,31,180,56,3,137,270,407,330100,9787762,225851,5549,1161240,10349288,11510539,31
2022-12-01,bering,chokepoint26,Bering Strait,0,0,1,0,5,1,6,0,0,4212,0,37799,4212,42011,31
2022-12-01,bohai,chokepoint17,Bohai Strait,652,3075,658,55,1334,4440,5774,12108873,144417955,2694887,118178,22888068,159339936,182228021,31
2022-12-01,bosporus,chokepoint3,Bosporus Strait,218,647,1187,22,767,2074,2841,1531315,16030256,2330691,14017,14651803,19906319,34558135,31
2022-12-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,166,734,41,28,281,969,1250,5735803,48590721,439736,83273,19258405,54849569,74107991,31
2022-12-01,dover,chokepoint9,Dover Strait,1025,833,1190,358,1829,3406,5235,25097420,34341712,3641997,789405,46548157,63870580,110418755,31
2022-12-01,gibraltar,chokepoint8,Gibraltar Strait,1041,1005,678,174,1444,2898,4342,28433807,45244930,2526501,537014,45966961,76742300,122709278,31
2022-12-01,hormuz,chokepoint6,Strait of Hormuz,426,479,107,63,1725,1075,2800,12801290,16425897,680447,131202,84180356,30038880,114219250,31
2022-12-01,kerch,chokepoint28,Kerch Strait,8,42,234,4,125,288,413,793,209330,324686,9044,302719,543861,846594,31
2022-12-01,korea,chokepoint12,Korea Strait,1693,1275,1840,262,1911,5070,6981,23951603,31811592,4051878,415508,22430917,60230628,82661563,31
2022-12-01,lombok,chokepoint15,Lombok Strait,5,906,34,1,223,946,1169,20337,81734047,118244,0,5270392,81872640,87143047,31
2022-12-01,luzon,chokepoint14,Luzon Strait,242,1180,171,82,901,1675,2576,5870824,97414566,981503,183511,57103194,104450451,161553659,31
2022-12-01,magellan,chokepoint21,Magellan Strait,7,46,9,6,25,68,93,98090,1824294,81875,18182,1243156,2022447,3265610,31
2022-12-01,makassar,chokepoint20,Makassar Strait,76,1499,68,1,216,1644,1860,663151,100254508,200879,0,3253999,101118568,104372589,31
2022-12-01,malacca,chokepoint5,Malacca Strait,1606,1519,473,215,2614,3813,6427,43558616,82072890,2453783,675743,113562035,128761076,242323130,31
2022-12-01,mindoro,chokepoint27,Mindoro Strait,59,1264,108,1,127,1432,1559,569308,89472085,521585,0,2518597,90563010,93081619,31
2022-12-01,mona,chokepoint24,Mona Passage,84,59,33,18,76,194,270,1798270,2997650,200147,31425,2094651,5027514,7122179,31
2022-12-01,ombai,chokepoint16,Ombai Strait,47,140,20,9,120,216,336,793627,10195789,73237,12407,2013742,11075081,13088834,31
2022-12-01,oresund,chokepoint10,Oresund Strait,193,177,699,95,378,1164,1542,410825,672283,1144448,74203,1053250,2301797,3355062,31
2022-12-01,panama,chokepoint2,Panama Canal,238,257,53,75,402,623,1025,7123933,11488087,393835,304792,9257656,19310689,28568363,31
2022-12-01,suez,chokepoint1,Suez Canal,571,613,191,103,756,1478,2234,28469235,33504812,953832,490813,37308106,63418737,100726857,31
2022-12-01,sunda,chokepoint19,Sunda Strait,95,312,85,19,359,511,870,1752616,18804172,432050,39673,7142933,21028544,28171491,31
2022-12-01,taiwan,chokepoint11,Taiwan Strait,2593,1855,845,193,1610,5486,7096,47228581,82777262,5108066,435948,23592702,135549900,159142619,31
2022-12-01,torres,chokepoint18,Torres Strait,48,138,20,8,58,214,272,934004,3919996,49271,23595,1227617,4926885,6154515,31
2022-12-01,tsugaru,chokepoint13,Tsugaru Strait,224,385,133,41,326,783,1109,6853227,12829635,322636,105191,2535680,20110729,22646422,31
2022-12-01,windward,chokepoint23,Windward Passage,202,74,81,48,46,405,451,4426168,2529374,271726,155862,1046827,7383171,8430010,31
2022-12-01,yucatan,chokepoint22,Yucatan Channel,292,244,94,23,694,653,1347,2929005,9527746,429601,75864,21114853,12962252,34077124,31
2023-01-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,535,590,187,124,778,1436,2214,27100425,32254937,1075672,431445,38835230,60862528,99697774,31
2023-01-01,balabac,chokepoint25,Balabac Strait,33,193,59,1,136,286,422,238037,8940175,219495,0,1244805,9397730,10642549,31
2023-01-01,bering,chokepoint26,Bering Strait,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31
2023-01-01,bohai,chokepoint17,Bohai Strait,546,3007,560,56,1237,4169,5406,10592621,141439641,2170494,129513,19600074,154332315,173932407,31
2023-01-01,bosporus,chokepoint3,Bosporus Strait,227,663,1192,16,731,2098,2829,1615947,15300039,2389501,13630,14986097,19319152,34305266,31
2023-01-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,178,767,63,23,275,1031,1306,6427486,47802525,782474,80680,20991442,55093199,76084654,31
2023-01-01,dover,chokepoint9,Dover Strait,987,827,1215,348,1963,3377,5340,24470703,33279248,3500158,788860,50765021,62039020,112804057,31
2023-01-01,gibraltar,chokepoint8,Gibraltar Strait,1013,949,645,162,1537,2769,4306,27837600,41250015,2574458,484533,50938232,72146656,123084903,31
2023-01-01,hormuz,chokepoint6,Strait of Hormuz,474,464,107,77,1680,1122,2802,13202204,16727617,549352,156511,84787931,30635725,115423670,31
2023-01-01,kerch,chokepoint28,Kerch Strait,7,33,367,4,137,411,548,3692,161816,506076,11516,261100,683110,944223,31
2023-01-01,korea,chokepoint12,Korea Strait,1726,1285,1819,244,1919,5074,6993,25431134,32260372,4101203,410831,25001073,62203583,87204674,31
2023-01-01,lombok,chokepoint15,Lombok Strait,4,894,39,4,191,941,1132,7242,79119451,106413,9909,4282861,79243027,83525904,31
2023-01-01,luzon,chokepoint14,Luzon Strait,250,1221,172,93,932,1736,2668,5089133,91825957,1232636,148912,51608565,98296673,149905255,31
2023-01-01,magellan,chokepoint21,Magellan Strait,11,57,9,4,28,81,109,138272,2059333,51214,26522,966404,2275350,3241757,31
2023-01-01,makassar,chokepoint20,Makassar Strait,59,1438,61,3,178,1561,1739,471579,96609206,269240,10734,2621579,97360785,99982379,31
2023-01-01,malacca,chokepoint5,Malacca Strait,1649,1632,445,227,2607,3953,6560,43972289,85691735,2220648,579654,105834422,132464379,238298813,31
2023-01-01,mindoro,chokepoint27,Mindoro Strait,66,1212,107,1,129,1386,1515,547446,80672235,518830,0,2143230,81738538,83881781,31
2023-01-01,mona,chokepoint24,Mona Passage,117,78,36,16,73,247,320,2325777,3766051,231164,26488,1720348,6349506,8069867,31
2023-01-01,ombai,chokepoint16,Ombai Strait,44,138,27,7,143,216,359,716718,9179270,83621,6884,2999191,9986510,12985717,31
2023-01-01,oresund,chokepoint10,Oresund Strait,180,167,577,94,347,1018,1365,369001,680956,989950,62333,817146,2102273,2919435,31
2023-01-01,panama,chokepoint2,Panama Canal,228,262,56,64,377,610,987,7023017,11508750,525830,240510,9470382,19298147,28768543,31
2023-01-01,suez,chokepoint1,Suez Canal,529,598,212,102,750,1441,2191,27054944,31810679,1011990,386386,37716460,60264044,97980519,31
2023-01-01,sunda,chokepoint19,Sunda Strait,86,343,92,16,323,537,860,1530248,21658302,458000,34479,8076511,23681059,31757583,31
2023-01-01,taiwan,chokepoint11,Taiwan Strait,2512,1793,746,152,1629,5203,6832,47003405,72199411,3960833,413604,24432984,123577296,148010294,31
2023-01-01,torres,chokepoint18,Torres Strait,51,154,24,5,57,234,291,897652,3741779,39922,15454,1146814,4694832,5841659,31
2023-01-01,tsugaru,chokepoint13,Tsugaru Strait,202,326,116,31,326,675,1001,6927224,9414784,422796,69284,2197425,16834125,19031566,31
2023-01-01,windward,chokepoint23,Windward Passage,223,65,69,46,57,403,460,4523981,2253954,274293,152014,988744,7204282,8193034,31
2023-01-01,yucatan,chokepoint22,Yucatan Channel,318,245,93,27,664,683,1347,3185049,10161317,575184,53932,19410653,13975518,33386187,31
2023-02-01,bab_el_mandeb,chokepoint4,Bab el-Mandeb Strait,483,525,159,100,696,1267,1963,25973384,26307018,937246,383292,35586371,53600976,89187362,28
2023-02-01,balabac,chokepoint25,Balabac Strait,24,119,36,1,112,180,292,245555,7209227,112283,1897,1095471,7568980,8664468,28
2023-02-01,bering,chokepoint26,Bering Strait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2023-02-01,bohai,chokepoint17,Bohai Strait,590,2828,548,43,1051,4009,5060,10276357,129318543,2191651,83942,16172612,141870524,158043151,28
2023-02-01,bosporus,chokepoint3,Bosporus Strait,196,586,1110,22,617,1914,2531,1455565,13493343,2231454,16528,10967784,17196927,28164729,28
2023-02-01,cape_of_good_hope,chokepoint7,Cape of Good Hope,157,708,46,29,231,940,1171,6075344,39740362,637252,103407,16895379,46556395,63451791,28
2023-02-01,dover,chokepoint9,Dover Strait,1008,822,1143,321,1924,3294,5218,25377520,31387173,3342368,722157,47378644,60829260,108207918,28
2023-02-01,gibraltar,chokepoint8,Gibraltar Strait,935,876,642,149,1457,2602,4059,27085455,37862273,2381152,429094,46521803,67758015,114279830,28
2023-02-01,hormuz,chokepoint6,Strait of Hormuz,433,444,131,63,1586,1071,2657,12186427,15107123,728547,145907,79154355,28168039,107322407,28
2023-02-01,kerch,chokepoint28,Kerch Strait,0,19,352,6,150,377,527,0,50693,471512,15053,356063,537264,893336,28
2023-02-01,korea,chokepoint12,Korea Strait,1491,1021,1536,225,1525,4273,5798,21833635,25500522,3566338,330179,19854783,51230713,71085506,28
2023-02-01,lombok,chokepoint15,Lombok Strait,1,757,29,7,199,794,993,3616,64870203,122342,15454,3421259,65011622,68432896,28
2023-02-01,luzon,chokepoint14,Luzon Strait,178,963,120,78,737,1339,2076,4315568,73225154,658109,177324,49950062,78376196,128326268,28
2023-02-01,magellan,chokepoint21,Magellan Strait,7,52,4,7,30,70,100,112967,1631774,43725,10615,920352,1799086,2719441,28
2023-02-01,makassar,chokepoint20,Makassar Strait,64,1330,67,2,180,1463,1643,497633,82271540,215502,5582,2123871,82990280,85114167,28
2023-02-01,malacca,chokepoint5,Malacca Strait,1437,1452,439,202,2250,3530,5780,38366126,72541494,2401159,597189,98724530,113906007,212630550,28
2023-02-01,mindoro,chokepoint27,Mindoro Strait,62,1130,96,3,119,1291,1410,529856,69211214,402916,8808,1683085,70152822,71835923,28
2023-02-01,mona,chokepoint24,Mona Passage,93,67,34,20,63,214,277,1932468,3409976,170170,44089,1437082,5556728,6993818,28
2023-02-01,ombai,chokepoint16,Ombai Strait,39,94,22,7,130,162,292,671457,6217644,75365,4585,2265361,6969070,9234441,28
2023-02-01,oresund,chokepoint10,Oresund Strait,153,194,485,73,316,905,1221,341986,798902,784691,55349,950569,1980968,2931544,28
2023-02-01,panama,chokepoint2,Panama Canal,204,220,40,62,346,526,872,6034377,9572598,262713,298415,8746722,16168140,24914878,28
2023-02-01,suez,chokepoint1,Suez Canal,490,509,156,77,718,1232,1950,26308443,25677957,740902,319905,34872966,53047247,87920231,28
2023-02-01,sunda,chokepoint19,Sunda Strait,87,271,69,10,318,437,755,1590855,17463527,329218,9566,9385042,19393191,28778246,28
2023-02-01,taiwan,chokepoint11,Taiwan Strait,2326,1645,760,168,1472,4899,6371,42180119,68790291,4243333,414040,22583488,115627828,138211330,28
2023-02-01,torres,chokepoint18,Torres Strait,46,120,15,7,64,188,252,858076,3304899,44510,19080,1377720,4226588,5604319,28
2023-02-01,tsugaru,chokepoint13,Tsugaru Strait,195,332,168,33,331,728,1059,5879209,10834346,536992,88438,2391107,17339015,19730131,28
2023-02-01,windward,chokepoint23,Windward Passage,189,64,66,35,50,354,404,3969621,2134308,200976,120570,1029844,6425508,7455361,28
2023-02-01,yucatan,chokepoint22,Yucatan Channel,288,224,98,29,573,639,1212,2964478,8098146,456097,67899,16598862,11586647,28185527,28
